Feature,Importance
upload_speed_mbps,0.11406075864393676
data_usage_mb,0.11390543455457743
download_speed_mbps,0.11388595154369918
ping_to_google_ms,0.10983051091538037
signal_strength_dbm,0.10882912848122953
jitter_ms,0.10846593816004675
latency_ms,0.10306813920297418
battery_level_percent,0.09512721511970586
carrier,0.04668935963951967
handover_count,0.03652450272413503
network_congestion_level,0.025022394640194418
network_type,0.024590666374600955
